onset	duration	stimulus	Var4
8	2	106	animal
12	2	104	animal
16	2	227	tool
20	2	111	animal
24	2	113	animal
28	2	201	tool
32	2	223	tool
40	2	128	animal
44	2	101	animal
48	2	208	tool
52	2	204	tool
56	2	225	tool
84	2	106	animal
88	2	111	animal
92	2	223	tool
96	2	208	tool
108	2	128	animal
112	2	104	animal
116	2	225	tool
120	2	227	tool
124	2	201	tool
128	2	204	tool
132	2	113	animal
136	2	101	animal
148	2	223	tool
152	2	208	tool
156	2	113	animal
164	2	204	tool
168	2	104	animal
172	2	106	animal
176	2	225	tool
180	2	111	animal
188	2	101	animal
196	2	201	tool
200	2	128	animal
204	2	227	tool
220	2	225	tool
224	2	201	tool
228	2	106	animal
236	2	113	animal
240	2	101	animal
244	2	223	tool
248	2	128	animal
256	2	227	tool
260	2	204	tool
264	2	104	animal
268	2	111	animal
276	2	208	tool
