onset	duration	stimulus	Var4
0	2	202	tool
6	2	211	tool
12	2	122	animal
18	2	218	tool
24	2	216	tool
30	2	226	tool
36	2	123	animal
42	2	225	tool
48	2	124	animal
54	2	101	animal
60	2	103	animal
66	2	116	animal
72	2	216	tool
78	2	123	animal
84	2	225	tool
90	2	116	animal
96	2	124	animal
102	2	202	tool
108	2	122	animal
114	2	211	tool
120	2	101	animal
126	2	226	tool
132	2	103	animal
138	2	218	tool
144	2	225	tool
150	2	123	animal
156	2	202	tool
162	2	116	animal
168	2	216	tool
174	2	226	tool
180	2	122	animal
186	2	218	tool
192	2	101	animal
198	2	211	tool
204	2	124	animal
210	2	103	animal
216	2	123	animal
222	2	124	animal
228	2	116	animal
234	2	211	tool
240	2	225	tool
246	2	101	animal
252	2	122	animal
258	2	103	animal
264	2	202	tool
270	2	216	tool
276	2	226	tool
282	2	218	tool
