onset	duration	stimulus	Var4
0	2	129	animal
8	2	107	animal
16	2	213	tool
24	2	227	tool
32	2	104	animal
40	2	229	tool
48	2	128	animal
56	2	214	tool
64	2	115	animal
72	2	102	animal
80	2	217	tool
88	2	210	tool
96	2	104	animal
104	2	217	tool
112	2	213	tool
120	2	229	tool
128	2	102	animal
136	2	107	animal
144	2	214	tool
152	2	128	animal
160	2	129	animal
168	2	115	animal
176	2	210	tool
184	2	227	tool
192	2	102	animal
200	2	213	tool
208	2	214	tool
216	2	104	animal
224	2	129	animal
232	2	107	animal
240	2	210	tool
248	2	229	tool
256	2	115	animal
264	2	128	animal
272	2	217	tool
280	2	227	tool
