onset	duration	stimulus	Var4
16	2	127	animal
20	2	207	tool
24	2	224	tool
28	2	126	animal
32	2	223	tool
40	2	110	animal
44	2	201	tool
48	2	205	tool
52	2	215	tool
56	2	111	animal
60	2	114	animal
64	2	130	animal
76	2	223	tool
80	2	224	tool
84	2	110	animal
88	2	130	animal
96	2	207	tool
100	2	215	tool
104	2	205	tool
116	2	111	animal
120	2	126	animal
128	2	114	animal
132	2	201	tool
136	2	127	animal
152	2	207	tool
156	2	110	animal
164	2	224	tool
168	2	114	animal
176	2	215	tool
180	2	201	tool
184	2	126	animal
188	2	130	animal
192	2	127	animal
200	2	111	animal
204	2	205	tool
208	2	223	tool
228	2	215	tool
236	2	127	animal
240	2	126	animal
244	2	111	animal
252	2	201	tool
256	2	130	animal
260	2	207	tool
264	2	223	tool
268	2	110	animal
272	2	224	tool
276	2	114	animal
280	2	205	tool
