onset	duration	stimulus	Var4
4	2	122	animal
8	2	221	tool
12	2	230	tool
16	2	123	animal
20	2	105	animal
28	2	213	tool
32	2	224	tool
36	2	227	tool
44	2	115	animal
48	2	124	animal
52	2	108	animal
60	2	220	tool
76	2	220	tool
80	2	115	animal
84	2	213	tool
92	2	230	tool
96	2	105	animal
100	2	124	animal
104	2	227	tool
108	2	221	tool
116	2	224	tool
124	2	123	animal
128	2	122	animal
136	2	108	animal
148	2	230	tool
156	2	227	tool
160	2	108	animal
168	2	221	tool
172	2	123	animal
176	2	213	tool
180	2	220	tool
184	2	224	tool
196	2	115	animal
200	2	122	animal
204	2	105	animal
208	2	124	animal
220	2	115	animal
224	2	108	animal
228	2	105	animal
236	2	123	animal
240	2	230	tool
244	2	124	animal
248	2	220	tool
252	2	227	tool
256	2	224	tool
268	2	221	tool
272	2	122	animal
276	2	213	tool
