onset	duration	stimulus	Var4
0	2	225	tool
6	2	211	tool
12	2	129	animal
18	2	120	animal
24	2	202	tool
30	2	110	animal
36	2	226	tool
42	2	203	tool
48	2	111	animal
54	2	101	animal
60	2	218	tool
66	2	103	animal
72	2	202	tool
78	2	110	animal
84	2	129	animal
90	2	101	animal
96	2	203	tool
102	2	111	animal
108	2	225	tool
114	2	226	tool
120	2	211	tool
126	2	120	animal
132	2	103	animal
138	2	218	tool
144	2	202	tool
150	2	226	tool
156	2	203	tool
162	2	101	animal
168	2	218	tool
174	2	120	animal
180	2	111	animal
186	2	103	animal
192	2	211	tool
198	2	129	animal
204	2	225	tool
210	2	110	animal
216	2	211	tool
222	2	203	tool
228	2	111	animal
234	2	226	tool
240	2	202	tool
246	2	218	tool
252	2	225	tool
258	2	110	animal
264	2	129	animal
270	2	103	animal
276	2	101	animal
282	2	120	animal
