onset	duration	stimulus	Var4
0	2	212	tool
8	2	208	tool
16	2	106	animal
24	2	214	tool
32	2	113	animal
40	2	107	animal
48	2	109	animal
56	2	114	animal
64	2	207	tool
72	2	204	tool
80	2	128	animal
88	2	206	tool
96	2	107	animal
104	2	214	tool
112	2	206	tool
120	2	208	tool
128	2	114	animal
136	2	128	animal
144	2	207	tool
152	2	212	tool
160	2	204	tool
168	2	113	animal
176	2	106	animal
184	2	109	animal
192	2	212	tool
200	2	206	tool
208	2	107	animal
216	2	214	tool
224	2	113	animal
232	2	207	tool
240	2	208	tool
248	2	109	animal
256	2	128	animal
264	2	106	animal
272	2	114	animal
280	2	204	tool
