onset	duration	stimulus	Var4
0	2	206	tool
8	2	214	tool
16	2	109	animal
24	2	114	animal
32	2	204	tool
40	2	212	tool
48	2	207	tool
56	2	208	tool
64	2	106	animal
72	2	128	animal
80	2	107	animal
88	2	113	animal
96	2	114	animal
104	2	204	tool
112	2	208	tool
120	2	212	tool
128	2	214	tool
136	2	207	tool
144	2	107	animal
152	2	106	animal
160	2	109	animal
168	2	113	animal
176	2	206	tool
184	2	128	animal
192	2	206	tool
200	2	106	animal
208	2	109	animal
216	2	113	animal
224	2	212	tool
232	2	107	animal
240	2	208	tool
248	2	128	animal
256	2	114	animal
264	2	207	tool
272	2	214	tool
280	2	204	tool
